,occ_llm
4122,iur. kand.
4129,egendomsm.
4139,rev.-sekr.
230,gasv.-ing.
163,haverichef
3529,skogsinsp.
4107,doktorinna
152,teaterled.
3765,Jarnv.-kon
4158,mag.-sekr.
3930,kakelugnsf
0,prokurator
3921,sp.-handl.
3952,handelres.
4004,kotthandl.
3549,malarmast.
4190,ha- radsh.
3565,stenh.-idk
3564,knappfabr.
3753,markisinna
299,linjeinsp.
266,matningsm.
252,kranforman
4050,hofrattsr.
170,buntmakare
4078,f. d. disp
3894,larov.-rad
3920,exp.-bokh.
3547,biografag.
3760,bryggmast.
104,redogorare
4059,fil. dr: r
4082,vulkanisor
4115,bruksdisp.
290,overpostm.
298,fiskrokare
3998,litterator
3999,combudsman
4065,tr.-faktor
232,bilelektr.
3723,kursledare
3698,generalska
3928,asyllakare
3749,cafeidkare
3759,masklning.
3947,arb.-chef.
3948,t. f. bank
3799,assur.-tjm
306,ofvermask.
329,arkivbitr.
372,skolvaktm.
4087,grsosshand
3986,slaktarem.
4028,dist.-lak.
209,skoltandl.
4133,jarnhandl.
4049,tegelmast.
3893,korsnarsm.
3747,bokbindare
4053,fabr.-chef
4157,leg.-sekr.
3795,v. auditor
3530,domkyrkosy
4069,reg:tsint.
3970,bankkassor
4108,glasmálare
4104,kreatursh.
4001,skradderm.
3750,hotr.-not.
675,brukskont.
4068,t. f. land
4145,majorsanka
110,lantbrevb.
114,portfoljm.
95,textilarb.
4124,biskopinna
3525,hyp.-bokh.
658,komm.-ing.
3798,landskamr.
159,hamnforman
659,landsfisk.
3634,svarfvarm.
3619,jarnhandel
4196,f. d. fabr
578,hertiginna
159,ofverbibl.
162,bandhandl.
718,proprietar
3918,kont.-chet
3959,teaterdir.
3741,f. d. fang
3555,befraktare
4153,sallskapet
4036,"fil, kand."
4052,marintint.
3964,modehandl.
3997,masterlots
4016,kakelfabr.
3891,tel.-komm.
85,fabr.-led.
3923,polismast.
210,radiokomm.
213,meteorolog
3580,tekn.-lar.
588,brukspred.
566,bonddotter
3860,myntkamrer
3727,statskomm.
3996,reger.-rad
4045,t. f. kron
3791,syssloman.
1304,overlarare
1268,gruvkamrer
1274,gruvbyggm.
4210,kyrkofogde
3941,mjolhandl.
3734,1:ste bokh
3676,larov.adj.
3936,kompositor
301,galvanisor
289,korfmakare
3751,platsl.-m.
73,stickerska
92,overlantm.
676,sjuksyster
680,skyltfabr.
1281,ortdrivare
3548,teckningsl
4213,kammarjunk
3602,pastorsadj
3633,taktackare
3707,platsagent
4197,boktr.-idk
649,komminist.
3766,musik dir.
4046,hofr.-led.
4143,landsarkiv
4161,regionchef
4000,barmastare
737,laderagent
427,snickerim.
3949,bruksagare
3540,gardsagare
4039,2:dre bibl
383,chefmontor
408,silversmed
777,valsverkm.
655,overkantor
3962,f. d. stat
3867,ofv.-lojtn
3868,cheflakare
3812,konsulinna
3711,gastandare
3664,fil. dokt.
4008,skraddarm.
422,butikschef
3566,godsarrend
3906,haradsskr.
4038,f. smidesm
3792,patentbyra
3649,myntgravor
4209,stadsbokh.
3570,hande'sidk
3737,bokforlagg
3943,direktrice
3895,skogsbruk.
3912,musiklar:a
3811,hofsangare
3793,reklamchef
4155,jagmastare
3628,hemmanseg.
3598,lifmedikus
379,skom.-idk.
3692,caféidkare
3554,med. kand.
4164,orgelfabr.
3653,villaagare
3883,mejeriagar
290,smidesidk.
310,gipsrorare
4123,hamnkassor
52,diploming.
3794,kappskradd
3899,brygg.-kon
3900,juvelerare
3983,f. d. skol
288,serv.-chef
326,tullkassor
3535,kont.-chef
563,grufkassor
3865,hofauditor
4173,spinnmast.
4206,tegelfabr.
745,grufbyggm.
1225,forn.-arb.
4156,portrattm.
659,mangelidk.
725,recitatris
672,musiklar.a
722,vagbyggare
724,gardsforv.
3666,skrifbitr.
3722,f. sjokapt
3710,t. f. borg
3728,1:ste vakt
3768,angb.-kom.
4025,kyrkoherde
3756,e. lansman
601,sagslipare
4012,skeppsmat.
3982,platsfors.
255,trafikass.
250,mejeriexp.
3839,kapphandl.
3667,f. d. jord
395,folkskall.
405,ofverfakt.
522,grosshand.
441,emaljerare
445,emaljmast.
4207,kvarndisp.
4170,handsidk:a
3755,kronolansm
3818,translator
3588,lag.-agare
4189,sagverksag
3533,lotskapten
354,pressombud
408,eigarrmak.
385,glasetsare
387,glasgravor
4138,underinsp.
4180,fideikomm.
4027,kr.-lansm.
4105,Jarnhandl.
4073,Orgelbygg.
4058,lotslojtn.
3995,banktj.-m.
3822,handelsida
338,skogsbokh.
339,koln.-ing.
332,valsv.arb.
3850,ofverinsp.
735,smedverkm.
216,bankkass:a
219,altviolist
3788,f. kronof.
3852,torpeding.
4183,barnmorska
372,platklipp.
360,gjut.-arb.
346,henmansag.
348,orgelmast.
349,gjutforman
353,kallarmast
4011,ofverstel.
3905,barberarm.
3646,bat.-pred.
3574,lagerbitr.
3869,trafikdir.
3670,f.d. disp.
3569,kassabokh.
3771,hofr.-not.
268,mask.-ing.
270,mag.-form.
278,hand.-idk.
279,mast.-lots
262,posttj.-m.
266,papp.-arb.
249,jur.-kand.
243,stalsynare
3717,kortvaruh.
528,h.-ag.-d:r
17,hamnbyggm.
319,bruksform.
305,underlojt.
311,kamnhapten
281,arb.-form.
282,tygskrifv.
828,natlingsm.
3777,fattigv.-t
3779,instruktor
4057,leverantor
4042,f. d. prof
633,bankt.-man
683,hem.-bruk.
3604,haradsdom.
3538,trafikinsp
703,vapenfabr.
741,offertchef
716,chefkemist
3599,matthandl.
3616,stat.-ing.
248,e. telegr.
222,flaggfabr.
3887,skadespel.
3552,f. d. slot
3657,kapitalist
3608,fagelhandl
4187,f.d. ofver
3889,gasv.-arb.
4070,blomsterh.
4159,f. d. hand
3740,kafeinneh.
3790,slojdlar:a
4026,upplaggare
4043,gen.-tulld
3994,akeriagare
3885,forvaltare
3960,riksd.-man
3976,lagerforv.
572,krankorare
575,represent.
4051,1:ste bibl
3584,haradshofd
4102,tel.-insp.
4103,fil. stud.
4056,slojdinsp.
3559,hofskomak.
220,gIashand!.
227,kronofogd.
231,bodbitrade
568,fotohandl.
570,garagearb.
3955,tandlakare
3924,skradd.-m.
3971,uppbordsm.
4003,fargeriag.
3878,f. d. bank
4034,pulpexport
493,cykelfabr.
497,gipsmakare
4176,landtbruk.
4177,journalist
3719,bryggerier
4195,lackerarm.
3835,prov.-res.
495,hovkorsnar
4071,bageriidk.
4024,malteriag.
3957,befalhafv.
530,arkivforv.
3903,byrakontr.
3933,f. d. kans
409,angbatsag.
4037,bibliotek.
3528,stadssekr.
503,byggmast:e
466,koln.-arb.
3845,teol. fil.
3846,kontorskr.
3838,jarnv.-kon
4212,privatsek.
4181,tjansteman
209,piskmakare
188,kommuning.
3898,forsaljare
4009,tullkontr.
3961,akeriãgare
495,vandmakare
4191,kammarmus.
452,akad.-not.
3917,garnhandl.
3836,teckn.-lar
3856,jur. dokt.
3980,farghandl.
3783,1:ste ing.
436,metallrep.
458,smabrukare
464,bokf.-chef
465,annonsdir.
3656,t. d. skol
3842,prof.-anka
484,omnibusag.
455,rokeriidk.
150,fabr.-arb.
509,chefspilot
3886,hosp.-lak.
3877,2:dre lak.
3977,iarnhandl.
3914,hasthandl.
3857,f. d. tand
92,grufforman
3821,resehandl.
518,smorhandl.
3654,fors.-tjm.
464,akad.-sekr
3902,t. f. kans
189,tullpackm.
160,bokb.-arb.
175,lingonexp.
464,kroppsarb.
4204,statskons.
419,manicurist
473,auktionist
474,benmansag.
485,kom.-ordf.
3621,skeppsmakl
3542,kafeidkare
3972,f. namndem
3938,farnhandl.
3979,generaldir
3774,underlojn.
3775,urfabrikor
3715,ceremonim.
4184,postkontr.
3600,ofverkomm.
3543,sjokapten.
124,stadsmiss.
93,stadsinsp.
79,skibsreder
81,fosfatarb.
91,fabr.-tjm.
3785,krono.ogde
3787,bruksforv.
3935,f. d. kron
3919,f. d. just
3888,travaruag.
439,offerting.
472,glacefabr.
473,fabr.-ing.
3639,kulturchef
3913,inkassator
3682,lokmastare
3709,teaterchef
3620,fabriksidk
3752,stat.-skr.
3864,strangarb.
3553,musikfanj.
682,arbetsled.
29,brandform.
455,ofvergruf.
458,sag.-forv.
850,rorgangare
4214,brukspatr.
4127,mildforman
102,kalenderm.
105,ogonlakare
3643,hamnkapten
798,folkskolt.
3958,torghandl.
390,dısp.-ing.
471,martinarb.
3945,vattenledn
533,fabr-.ing.
59,borsvaktm.
60,postvakim.
3567,f. d. lans
3803,fanjunkare
3758,produktion
3527,handelsres
555,marketent.
516,mejeriing.
3635,bruksinsp.
3655,kons. ing.
584,lagerform.
2,kyrk.-adj.
446,polerform.
454,metallarb.
437,stationsf.
478,grodkopare
490,fabrikmast
3526,bleckslag.
3922,hofslageri
3541,forestand.
3882,f. d. insp
1314,rorv.-ing.
1358,fors.-ass.
282,marmorarb.
3558,fabr.-kass
4174,trikafabr.
3561,skollarare
3562,vildthandl
4198,prov.-lak.
335,dipl.-ing.
342,kanslichef
355,marinsekr.
566,grufkamrer
549,smedforman
3601,V. adjunkt
3819,ofverlar:a
3764,annonschef
3757,bitr. lak.
3773,Jarnv.-kam
316,kons. jur.
3780,f. d. kapt
3940,tidn.-red.
276,expr.-idk.
191,waterclerk
194,inspicient
1205,musikfurir
228,lif.-insp.
3687,f.d.grossh
4192,disp.-dir.
3689,f. d. mant
1096,motorfors.
1100,stenkorare
1102,postkorare
3858,t. f. prot
3875,boktr.-ag.
3831,v. haradsh
4188,skeppsmak.
270,maleriarb.
3871,stationsm.
3796,f.d. amanu
3804,svamphandl
3605,kammarskr.
4132,hotelldir.
1141,klackfabr.
1143,mob.-fabr.
1086,chaufforer
19,kammarrev.
3618,bokhallare
3550,statsinsp.
3761,annonsbyra
3636,gymn.-dir.
3637,fabr.-dir.
3781,kanalinsp.
3586,landshovd.
4538,f. d. red
462,lotsmast.
483,hjulsmed.
485,mej.-arr.
4518,kartograt
4355,ladfabrik
435,mej.-ing.
4452,konstsmed
443,tel. kom.
440,gummiarb.
177,vel.-arb.
234,lampfabr.
4361,tygforest
453,sag.-arr.
4493,grenadier
4486,fabr.idk.
231,rormakare
4464,statinsp.
4442,stiftelse
694,gjutvafm.
4426,c.viling.
4531,kolonialh
418,sjukskot.
4671,rantmast.
4636,f. d. pro
4683,hemmanag.
4652,tapeabrik
4651,oltappare
675,skulptris
4634,professor
4654,med. lic.
4558,pappersm.
1231,resepred.
1239,bilhandl.
1347,chefsmet.
4746,kultursam
97,mal.-arb.
4404,e. larare
4360,V. konsul
4223,godsagare
1385,met.-arb.
1355,gruvform.
218,bag.-idk.
300,arkebisk.
4667,regemint.
275,lok.-rep.
430,kanaldır.
306,operachef
378,forradsk.
4533,2:e bibl.
4466,exp.-chef
4284,f. jarnh.
4662,f. kopman
4682,hemmansag
4635,kartograf
4467,lektorska
410,gustgifv.
4503,ofvering:
4502,intendent
4422,orgelarb.
4421,kvarnidk.
4374,hufvudred
4344,ritlarare
4460,f. d. mal
704,torfforv.
435,maltfabr.
4373,skriftst.
435,cem.-arb.
425,retuschor
370,varvschef
353,timm.-man
481,bruksarb.
495,h.-kapten
4389,slaktarem
165,ombrytare
115,kafebitr.
4382,tunnb.-m.
4434,riksdagm.
4380,tandtekn.
4350,civiling.
467,bilrepar.
440,div.-arb.
452,mek.-arb.
4243,vafverim.
765,lagerchet
257,stilgjut.
771,furstinna
4747,f. kapten
4731,kronouppb
4261,rektorska
34,ladufogde
4289,hamnmast.
447,undt.-man
454,bruksidk.
4252,ofverktr.
4601,vagnfabr.
847,l'andtbr.
42,blylodare
453,mjolkutk.
4384,folkskol.
770,hamnrodd.
401,jur. lic.
405,rorforman
4338,lok.-for.
531,prukurist
4619,tel.-ing.
4400,damfrisor
636,glasfabr.
4627,maskinist
4375,reseinsp.
4304,arkivarie
4303,af.-chef.
821,emaljmal.
803,folkskoll
486,ryssmast.
4372,lansbokh.
4475,f. d. kam
4474,slaktarm.
4484,med. d :r
4600,kopparsi.
4631,land/mat.
4319,bankkamr.
4345,ryttmast.
772,driftchef
848,broverkm.
4324,lokforare
570,musiklar.
36,lanspolis
4399,missionar
778,fryksande
9,bageriag.
842,prov.-lak
851,maskınıst
551,vagnmast.
552,grufbokh.
530,groffogde
4454,dekorator
4605,stenhugg.
214,dek.-chef
4450,hoftandl.
4348,arklvarie
625,stadsdir.
389,valsmast.
4299,kassor Kt
4369,sjukgymn.
546,finansrad
548,musikanm.
534,urmakarm.
760,excellens
4647,specerih.
502,arkivtjm.
491,stensexp.
4346,baronessa
4250,civilass.
4624,sangerska
4623,vapensmed
4717,inspektor
609,kassachef
571,isolerare
4473,intentent
4395,tuliforv.
4367,landssekr
4769,polisdom.
507,tax.-ass.
4785,e. O. hof
262,glastekn.
542,gafsgifv.
4752,musikdir.
4751,f. d. bok
4287,juris d:r
4318,batforare
4572,f. d. skr
4255,kopparsl.
35,vagbyggm.
4423,godsforv.
4280,kaféidk:a
4621,sadelmak.
4317,kanslirád
517,skolyngl.
549,brukslak.
521,kronojag.
4755,f. d. int
836,torffabr.
4282,lotskapt.
4290,Bokhandl.
4616,polisint.
4419,tullinsp.
4646,ofy.-anka
416,stuckator
631,konstapel
623,tullkomm.
4305,kammarrad
406,tygverkm.
508,bitr.lak.
4451,kend sig.
4403,vedhandl.
697,parkettl.
4602,lil. lic.
4376,hotellag.
4611,bokbindm.
4347,med. d:r.
4628,redaktris
722,avTastare
780,salsmast.
4757,skraddare
4622,bruksing.
4644,jur. kand
571,gransrid.
4438,t. f. dom
4365,kommendor
4761,ofv.-lak.
671,skogselev
4607,kolupplag
4753,ridlarare
488,dom.-int.
4577,lansbaron
4641,skokapten
4642,kolimport
4673,bankamrer
4296,slottsfru
4310,reg.-vet.
4720,disponent
4693,t. f. rev
4626,predikant
4418,timmerman
599,sceninsp.
557,motorfor.
558,okularist
4722,marinlak.
4735,jur.) d:r
4749,handlande
4733,skohandl.
4253,glasmast.
4249,med. d rr
218,krigsdom.
4718,homoapot.
4254,veterinae
4604,kontorist
4251,malrarem.
4650,banktim..
18,hissinsp.
4760,gen.-dir.
4730,stadsvet.
4723,angbageri
4645,e.o. hofr
4435,kassorska
482,hofjagare
1114,mun.-lak.
138,linjerare
150,brukstjm.
154,rammakare
301,gatufogde
4222,f. d. dom
121,kanallots
92,off.-asp.
4388,falttygm.
4364,just.-rad
4274,vinhandl.
4741,brandchef
4725,konsulent
4792,teol. d:r
4775,slussinsp
4676,hofr.-not
4691,f. d. kop
4658,veterinar
4688,prokurist
24,byrajagm.
129,ak.-agare
4637,justierad
4743,kronobokh
4713,afd.-chet
4719,forfatt:a
4705,f. d. ing
4748,garnhandl
4800,landtbruk
4744,komm.-adj
4661,postmast.
4692,skradd.-m
4227,f. d. sag
4764,afd.-chef
4674,f. d. tim
4727,sjokapren
160,glaserare
161,detektik.
4768,marining.
4759,bvggmast.
4379,skogsing.
4708,sjokapten
4643,otvering.
337,vaddfabr.
338,biljettor
4793,laborator
4714,hamnkapt.
4707,pappersh.
4700,bokb.-idk
4666,skyltmal.
4633,f. d. gen
4632,assistant
4724,smedsanka
1144,glasslip.
1146,riksd.-m.
4774,jarnhand.
4697,ofverdir.
4689,kronoarr.
1063,rormontor
17,byrainsp.
228,akeridir.
232,timlonare
4699,f. d. rik
4675,ofverlak.
4313,f. d. bag
4429,f. d. lar
557,prokorist
910,fors.-man
922,orderchef
4368,ofvering.
4398,instr.-m.
4678,t. f. hof
964,parkform.
4220,fil. d :r
4225,bruksinsp
4231,farmaceut
4798,fjardsman
243,utl. und.
4762,poliskom.
4665,uppb.-man
4694,polisnot.
4293,annonsag.
1041,kvarnchef
1044,extralar.
4685,reseagent
4638,bankkomm.
22,tapets.-m
21,underoff.
4669,bruksforv
93,sem.-lar.
4224,travaruh.
4237,exportres
22,borrform.
4295,tapetser.
4240,folkskon.
4663,tulkontr.
4570,ofverlots
4791,t. f. dir
4782,abodotter
4781,f. handl.
4618,assistent
111,bildhugg.
4390,tradg.-m.
4278,desinator
27,skoterska
4275,sommerska
177,lagerexp.
4668,borgmast.
4715,skomakare
4407,f. d. kol
446,cykelrep.
4571,f. d. hyp
4609,forvalt..
4739,overskott
4738,hom.-not.
4737,tomtagare
4437,reg.-int.
4436,hogerhand
4439,tillskar.
4710,kolhandl.
4709,hofr.-rád
4721,malarinna
4734,bat.-vet.
4706,stat-skr.
4377,mek. ing.
4363,maskindir
595,bilforare
4696,ofv.-ing.
4430,dispachor
4575,v. konsul
52,exp.-vakt
54,golvlagg.
57,kakelarb.
42,avd.-ing.
1373,saftfabr.
4405,bankkontr
701,kont.-man
4664,blekmast.
4695,handelsl.
4772,v. lektor
4736,f. d. pol
4750,hufvudbok
4742,jordagare
4432,f. lektor
268,biljardm.
4732,kanslirad
15,aviatiker
4230,liniedir.
4229,reg.-lak.
4228,boktryck.
927,kanaling.
4773,lararinna
4788,hamninsp.
98,org.-chef
96,banforman
46,tonsatt:a
4288,bergmast.
90,byrasekr.
4396,frohandl.
899,mur.-arb.
901,drifting.
4574,president
4272,med. 1.c.
4271,gastgifv.
4394,konduktor
4687,haradsho.
4262,hushall:a
4701,domanint.
4285,f. d. rad
469,sjokadett
4640,hemme-ag.
4639,handels1.
545,skarmast.
550,tvalmast.
850,overform.
50,bankinsp.
4221,cykelarb.
4241,borsmakl.
4729,varfsing.
4728,travaruh:
61,postiljon
4391,kassadir.
404,fiskfors.
4677,hoffroken
4291,landtbr..
797,sorterare
4779,sulfit.-k
4703,musikd.r.
4656,kladhandl
4653,vagforest
4268,underlak.
4316,fil. lic.
4386,kontroll.
717,filmagent
689,kanaldir.
699,borsombud
668,socialrad
677,gruppchef
4576,bankbitr.
4766,f. d. ark
7,palshandl
256,skogsvakt
4797,f. d. slo
8,tivoliag.
12,rokeriag.
16,naturlak.
4286,f. d. hof
436,ass.-dir.
4283,sybehorsh
4326,skofabrik
4408,lekledare
4242,bankbokh.
4783,despachor
4620,osthandl.
4767,ofv.-anka
322,lotsform.
91,mekanikus
4580,folskoll.
4569,kont-chef
4568,svarfvare
830,hyttforv.
4598,v. pastor
4790,literator
4770,snickarm.
4544,spekerih.
4234,rusthall.
4233,orgelnist
4232,slojdlar.
4393,ofverint.
4263,varumakl.
1276,fod.-tag.
1286,kranmask.
4599,fargmast.
220,lackfabr.
4447,trahandl.
4413,f.d. sjok
170,stallkarl
685,kniffabr.
4427,badkamrer
157,exp.-arb.
4477,f. d. loj
4412,stadsing.
4525,kr.-fogde
410,metallgj.
322,rec.-chef
323,bilmontor
329,overmask.
4588,kamrerare
299,byrabokh.
4462,hemmnsag.
726,statdrang
4300,reg.-skr.
4366,sagv.-ag.
4540,kontorsb.
4587,maskining
520,sateriag.
4505,jarnhandl
4483,hofjuvel.
491,postbitr.
20,kolforman
29,profess:a
34,fii. d :r
407,tullkont.
409,gelbgjut.
4492,sockneman
4550,segelmak.
236,fargtekn.
48,rayonchef
261,laridtbr.
4342,f. d. kyr
4498,vaktmast.
4414,f. d. bry
487,piskfabr.
277,hudhandl.
4614,koksmast.
4446,hamnfogde
4532,f. d. teg
4613,intendant
140,publicist
4500,kronolots
324,vice vard
4409,handelsb.
4445,akvisitor
4425,f. d. ver
4560,skaddarm.
345,underint.
4519,statsglog
204,syremast.
212,ofverass.
506,statsadv.
4625,angbatsbe
4516,f. d. mur
259,gardskarl
4465,2:e sekr.
146,mobelark.
4444,stadsnot.
403,ex.-betj.
207,uppkopare
4595,gruffogde
280,staderska
4455,befalhav.
4383,faraherde
4410,stadsskr.
4441,prostinna
4294,stadsrev.
4470,dir.-ass.
4469,laxhandl.
4385,hoteilag.
4539,notischef
203,vavlagare
4235,bergsing.
395,grindvakt
4499,jarnhandi
246,resesekr.
4449,skogschef
4512,lakaranka
4501,-ofverste
4490,bankosekr
4489,bokforare
4593,stadslak.
545,skogsarb.
4339,f. d. jag
295,damfris:a
144,kvarndir.
78,granschef
459,smarglare
239,hom.-lak.
283,frisorska
4506,landshof.
113,off.-vol.
4330,apotekare
227,avd.-chef
4476,kansl'rad
4578,fondmakl.
233,tvattidk.
192,retuschos
4546,f. d. kom
335,stenograf
4555,reseombud
4554,syssloman
4520,banktj:m.
4551,v. audit.
4523,perukmak.
4513,kallarem.
4416,violinist
4448,civ.-ing.
4244,bok-lagg.
173,masskomm.
189,fakturist
4584,kafeidk:a
139,tomtform.
235,ing.-ass.
244,slojddir.
512,skidfabr.
4456,renovator
4487,mek. arb.
249,rantetag.
4777,pantlan:a
4495,expeditor
150,harfris:a
4522,lands.-m.
4548,riksdagsm
466,malararb.
4478,haradsing
4526,sakforare
4511,skadesp:a
4589,Maskining
4,fil. mag.
4239,mossfabr.
4238,fabrikant
175,intonator
141,borgarrad
4216,f. d. las
4552,marinint.
222,chefsred.
200,museitjm.
118,hand.-rad
72,hovfrisor
80,kvarnarb.
300,lackerare
4343,assistans
4356,handeisr.
4322,sem.-adj.
4582,byggmast.
45,bartender
4218,Jur. d :r
235,danslar:a
216,yrkeslar.
4508,f. d. byr
4494,t. f. byr
172,kustrodd.
203,bruksdir.
374,tegelarb.
4515,ofv.-dir.
4597,inspsktor
4581,affarsman
4536,milkontr.
24,chefslak.
4340,grefvinna
225,yllefabr.
41,lokforman
45,glanskare
286,bandfabr.
4796,f. lansm.
4758,forest.:a
4328,marindir.
4566,e. o. hof
4776,stads.ak.
16,vagnform.
312,metalltr.
4567,barberare
144,stenentr.
227,chokladm.
4497,homoopat.
4320,tjanstem.
4337,tullforv.
310,natlerska
4341,akeriidk.
4292,dir.-adj.
158,utlamnare
4267,in endent
4266,undering.
4479,skraddarm
51,stadsvag.
4547,f. d. adj
250,bag.mast.
4265,hofr.-rad
219,verksag:a
4496,f. d. dir
4615,f. d. reg
4549,konsertm.
171,musikchef
281,chefsass.
251,sem.-elev
4545,Byggmast.
4789,fideikomm
229,hamnkamr.
234,f. namnd.
88,garageag.
62,linjearb.
4799,ofverlar.
4787,hemm.-ag.
4541,assurador
4332,rustmast.
4314,kolportor
181,overbanm.
253,godsinsp.
39,gatuinsp.
160,und.-ing.
126,und.-off.
4530,gjutagare
393,bandagist
4561,lansjagm.
4510,gjutmast.
4594,.g verkm.
4596,r;g.-int.
49,civ.-ass.
4543,skogvakt.
192,varfschef
4219,korgfabr.
4236,gummirep.
4786,hofr.=not
272,i Rostock
283,segelsom.
115,amneslar.
173,gen.-int.
4481,reparator
369,bergsdir.
4335,lagerchef
4556,hattfabr.
4585,gaskontr.
175,kassaskr.
295,fideikom.
4711,fil.kand.
261,st.-forv.
4358,stertypor
4565,t. f. kam
4564,repetitor
329,grosserer
4670,verkmast.
4712,fabr.arb.
4308,museiint.
4336,flottchef
676,garfmast.
4334,linjedir.
300,slipmast.
4247,grufforv.
4323,apolekare
328,tunnbind.
4245,grufdisp.
4359,smedmast.
4702,auktuarie
4331,jarnvagst
4329,spedition
4357,vinnandi.
4321,agghandl.
67,snick.-m.
87,akeriag:a
615,platslag.
120,modellsn.
337,verknast.
341,landt at.
343,mart.-sn.
313,skrifvare
4563,prosektor
4562,jarnkramh
4704,masklnist
4269,prostanka
344,byggnast.
351,mart.-sm.
4298,landtmat.
4763,justerare
4778,linieing.
4795,ombudsman
117,tidn.-man
1176,sagforman
4726,fil. d:r.
4660,bokhandl.
4659,mjolnarm.
4257,stadstak.
4684,hofkamrer
4681,hamntogde
39,vinkypare
4680,direktris
4649,fabriksm.
4259,kalligraf
4279,lotsinsp.
4648,bat.-lak.
4402,agentanka
4521,prak lakk
4401,akerbruk.
595,packhusk.
568,bankform.
629,amiralska
4433,lokomotiv
433,glasblas.
4488,kommandor
4504,sanglar:a
4534,f.d. apot
4354,lan'svet.
4630,fabr.-ag.
4537,fabr.-idk
4301,privatman
4443,vinnangi.
4392,siokapten
383,bondeanka
386,hyresvard
4302,sulfiting
4256,chefsint.
4491,handl. A.
4524,kyrkovard
4507,dofstuml.
4273,skeppskl.
4397,kont.chef
4311,mejeriag.
4277,lappfogde
4258,namndeman
4440,arfvingar
143,lok.-eld.
4411,v. amiral
737,smaskoll.
4325,handelsr.
4307,mekaniker
112,lagerarb.
4381,hoftandi.
4608,1:e sekr.
4629,ff. d. re
4606,skoarbet.
1190,tyghandl.
4297,t. f. las
81,stallvakt
4657,riksarkiv
4655,stadsark.
4270,leg. lak.
4672,linjeing.
4679,f. d. kap
219,kvarning.
407,kvarnarr.
4309,bagarmast
4794,skolinsp.
4801,f. rektor
361,possionat
4353,matvaruh.
4351,f. sjoman
410,ligitnant
178,komponist
4784,s.aktarm.
235,daglonare
242,kyrkoskr.
489,farjkarl
414,forvabel
367,torfass.
369,stafsag.
4927,xylograf
4865,anka s:n
4862,postdir.
5205,skrivbir
5206,leg.-rád
144,fleurist
104,hemkons.
263,presid:a
4908,assessor
4825,kyrkoadj
311,isolator
5140,f. insp.
5204,fabrikor
20,reseomb.
5046,proletar
5147,f. fanj.
4941,resebrev
4889,s okapt.
702,kramarb.
118,bokfor:a
127,rorlagg.
4824,kapital-
5198,olutkor.
5110,mjolnare
4868,f. d. te
5133,kammarh.
5134,varfsag.
5191,f. d. am
5196,f. d. re
4879,bokbind.
4947,fil. dir
4996,skollar.
692,gatudir.
4929,oiverste
4930,malarem.
722,rorentr.
4932,skoleadj
4822,t. f. re
494,betinsp.
275,lansagr.
4842,konsulin
4811,tygforv.
5144,akerbruk
5061,fanjunk.
4855,lansnot.
5009,segemak.
4861,garivare
649,banforv.
8,racksmed
718,bankomb.
685,villaag.
5114,stadsrad
440,kokerska
74,event F.
5155,dir.-fru
5042,charkut.
5037,pro-anka
5005,med lic.
5006,speditor
5175,fil. dr.
5132,stadsm..
5189,sjokapt.
5190,entrepr.
5034,bankkas.
5057,bokhandl
5054,statskr.
4890,manadsk.
4891,kvarnag.
172,overlak.
609,kronoabo
560,homeopat
5170,t. f. ap
4896,siokapt.
5062,landsho.
360,husmoder
4957,utm.-man
190,overlar.
4876,krigsrad
4806,tryckare
32,bodbitr.
5082,fotograf
5176,skeppsm.
4988,kontchef
5022,forvalt.
4895,bokbors.
396,smorjare
123,arkeolog
561,skohandl
4819,kanslist
4833,konditor
4810,trafikm.
5077,sapmast.
5141,med. dr.
785,hushall.
824,krutarb.
514,rormast.
4987,hofjagm.
4959,smidesm.
138,malartn.
4999,hamning.
5008,handeisr
4951,marking.
5041,hotellag
134,med.-rad
140,und.-rad
495,timmerh.
5143,fabr.kor
5208,roteman.
4827,lansvet.
5032,bokhali.
5033,riksb.-t
5212,kassadir
4939,skrifbir
208,nattvakt
4872,sysslom.
4820,minister
4882,pantlan.
5154,jarnv.-t
5153,f. prof.
4981,organist
4828,kemigraf
5185,tagmast.
5122,violinst
4916,byradir.
5,aflasare
1186,driftsm.
1248,skogsag.
4854,cigarrh.
4814,tullupp.
5004,fil. dtr
4803,nivellor
4920,gordelm.
5111,hattmak.
5152,namndem.
5105,korresp:
20,grovarb.
21,portvakt
82,filmchef
92,chefred.
451,korgmak.
275,tullomb.
533,djurlak.
505,krukmak.
1250,smabruk.
1384,toffelm.
4982,jurister
4874,annonsor
5128,lansjagm
5087,typograf
5184,fiskexp.
4848,tecknare
380,leg.lak.
5047,laborant
4985,godsexp.
4998,grevinna
4984,bokhall.
5166,amanuens
5138,jagmast.
5139,beridare
216,mission.
4919,utkorare
107,skrivare
5167,tingsman
182,operas:e
188,genealog
5163,tullktr.
394,badmast.
4869,parfymor
4870,reg.-rad
4878,kandidat
5081,skofabr.
5193,souschef
5040,hotellv.
68,adjutant
4817,fil. d:r
569,mejerska
622,sav.-ag.
4911,tabrikor
635,verkmast
1159,overing.
5103,bokforl.
288,glasarb.
5003,byraing.
4943,tulltjm.
4972,f. d. st
332,vaktchef
5012,affarsr.
5214,sockerb.
583,papparb.
4898,haradsh.
4909,faltint.
